No,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,Date_Time,Age_Bin,Day,Part_of_day,PROMO
513,chinese,male,moderate,38,no,no_kids,big,red,casual,yellow,short_sleeve,blue,long,clothes,5,8,no,2015-11-27 22:32:42,36-39,Friday,Evening,NO
514,chinese,male,fat,49,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,9,yes,2015-11-27 22:32:42,48-51,Friday,Evening,NO
515,indian,female,fat,34,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,3,10,no,2015-11-27 22:32:42,32-35,Friday,Evening,NO
516,indian,female,fat,44,yes,toddler,big,pink,casual,black,short_sleeve,black,long,clothes,3,7,no,2015-11-27 22:32:42,44-47,Friday,Evening,NO
517,chinese,male,moderate,52,no,no_kids,big,pink,formal,green,long sleeve,black,long,clothes,4,8,no,2015-11-27 22:44:34,52-55,Friday,Evening,NO
518,chinese,male,thin,50,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,6,9,no,2015-11-27 22:49:09,48-51,Friday,Evening,NO
519,chinese,female,moderate,38,no,no_kids,big,white,casual,brown,short_sleeve,blue,short,clothes,4,10,no,2015-11-27 22:49:09,36-39,Friday,Evening,NO
520,indian,male,thin,52,no,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no,2015-11-27 22:49:09,52-55,Friday,Evening,NO
521,indian,male,thin,52,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,5,7,no,2015-11-27 22:49:09,52-55,Friday,Evening,NO
522,indian,male,thin,50,no,no_kids,big,orange,casual,white,short_sleeve,red,short,clothes,6,10,no,2015-11-27 22:49:09,48-51,Friday,Evening,NO
523,foreigner,female,fat,51,no,no_kids,big,brown,casual,black,long sleeve,black,long,blankets,5,9,no,2015-11-27 22:58:50,48-51,Friday,Evening,NO
524,indian,female,moderate,52,no,no_kids,big,blue,casual,white,short_sleeve,white,long,clothes,5,7,yes,2015-11-27 22:58:50,52-55,Friday,Evening,NO
525,foreigner,male,moderate,32,no,no_kids,big,blue,casual,red,short_sleeve,black,short,clothes,3,9,no,2015-11-27 23:17:24,32-35,Friday,Evening,NO
526,chinese,male,thin,29,no,no_kids,big,purple,casual,grey,short_sleeve,brown,short,blankets,5,9,yes,2015-11-27 23:17:24,28-31,Friday,Evening,YES
527,indian,male,moderate,29,no,no_kids,big,purple,casual,green,short_sleeve,black,short,blankets,5,9,no,2015-11-27 23:23:43,28-31,Friday,Evening,YES
528,foreigner,female,thin,47,yes,young,big,blue,casual,black,short_sleeve,black,long,clothes,5,8,no,2015-11-27 23:23:43,44-47,Friday,Evening,NO
529,indian,male,fat,40,yes,toddler,big,blue,formal,black,short_sleeve,black,long,clothes,6,7,no,2015-11-27 23:48:28,40-43,Friday,Evening,NO
530,chinese,female,moderate,31,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,3,7,no,2015-11-27 23:50:39,28-31,Friday,Evening,YES
531,indian,female,fat,44,yes,young,big,black,casual,black,short_sleeve,blue,long,clothes,6,7,no,2015-11-27 23:50:39,44-47,Friday,Evening,NO
532,chinese,male,thin,54,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,8,no,2015-11-27 23:50:39,52-55,Friday,Evening,NO
533,foreigner,female,moderate,28,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,4,8,no,2015-11-27 23:50:39,28-31,Friday,Evening,NO
534,foreigner,female,moderate,34,no,no_kids,big,purple,casual,purple,short_sleeve,pink,long,clothes,5,10,no,2015-11-27 23:56:22,32-35,Friday,Evening,YES
535,foreigner,female,thin,36,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no,2015-11-27 23:56:22,36-39,Friday,Evening,NO
536,chinese,male,thin,43,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,5,9,no,2015-11-27 23:56:22,40-43,Friday,Evening,NO
537,chinese,female,moderate,29,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,3,7,no,2015-11-28 00:04:53,28-31,Saturday,Early Morning,NO
538,indian,female,moderate,30,no,no_kids,big,green,casual,red,short_sleeve,red,short,clothes,3,9,no,2015-11-28 00:12:04,28-31,Saturday,Early Morning,NO
539,indian,female,moderate,46,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,9,no,2015-11-28 00:12:04,44-47,Saturday,Early Morning,NO
540,indian,female,thin,39,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,6,7,no,2015-11-28 00:12:04,36-39,Saturday,Early Morning,NO
541,chinese,male,fat,55,no,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,9,no,2015-11-28 00:12:04,52-55,Saturday,Early Morning,NO
542,indian,female,fat,43,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,3,9,no,2015-11-28 00:21:35,40-43,Saturday,Early Morning,NO
543,indian,female,thin,29,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,9,no,2015-11-28 00:21:35,28-31,Saturday,Early Morning,NO
544,chinese,male,thin,42,no,no_kids,big,purple,casual,red,short_sleeve,white,short,blankets,6,8,no,2015-11-28 00:26:07,40-43,Saturday,Early Morning,NO
545,chinese,male,thin,48,yes,toddler,big,yellow,casual,black,short_sleeve,black,long,clothes,4,9,no,2015-11-28 00:47:29,48-51,Saturday,Early Morning,NO
546,indian,male,thin,40,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,6,10,no,2015-11-28 00:47:29,40-43,Saturday,Early Morning,NO
547,malay,female,fat,49,no,no_kids,big,yellow,casual,purple,long sleeve,green,long,clothes,3,9,no,2015-11-28 00:47:29,48-51,Saturday,Early Morning,YES
548,indian,male,thin,37,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,9,no,2015-11-28 00:53:14,36-39,Saturday,Early Morning,YES
549,indian,male,moderate,38,no,no_kids,big,orange,casual,purple,short_sleeve,blue,long,blankets,6,8,yes,2015-11-28 00:53:14,36-39,Saturday,Early Morning,YES
550,chinese,female,moderate,36,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,3,8,no,2015-11-28 00:53:14,36-39,Saturday,Early Morning,NO
551,malay,male,moderate,48,no,no_kids,small,white,casual,black,short_sleeve,black,long,clothes,4,9,no,2015-11-28 01:07:40,48-51,Saturday,Early Morning,NO
552,chinese,male,moderate,35,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,3,10,yes,2015-11-28 01:07:40,32-35,Saturday,Early Morning,NO
553,indian,male,thin,41,no,no_kids,big,grey,casual,black,short_sleeve,black,long,blankets,4,7,yes,2015-11-28 01:46:27,40-43,Saturday,Early Morning,NO
554,indian,female,fat,53,no,no_kids,big,blue,traditional,white,short_sleeve,white,long,clothes,5,10,no,2015-11-28 01:46:27,52-55,Saturday,Early Morning,NO
555,chinese,female,moderate,44,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,2015-11-28 01:46:27,44-47,Saturday,Early Morning,NO
556,chinese,female,thin,46,no,no_kids,big,grey,casual,black,short_sleeve,white,short,clothes,5,9,yes,2015-11-28 01:54:34,44-47,Saturday,Early Morning,NO
557,indian,male,fat,29,no,no_kids,big,pink,casual,white,short_sleeve,white,long,clothes,3,7,yes,2015-11-28 01:54:34,28-31,Saturday,Early Morning,NO
558,foreigner,male,fat,42,no,no_kids,big,red,casual,red,short_sleeve,black,long,blankets,6,7,no,2015-11-28 03:15:41,40-43,Saturday,Early Morning,NO
559,chinese,female,moderate,39,no,no_kids,big,pink,casual,pink,short_sleeve,pink,long,clothes,5,10,yes,2015-11-28 04:34:53,36-39,Saturday,Early Morning,YES
560,chinese,female,moderate,37,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,6,7,no,2015-11-28 04:36:53,36-39,Saturday,Early Morning,NO
561,indian,female,moderate,49,no,no_kids,big,white,casual,red,short_sleeve,red,short,clothes,3,9,no,2015-11-28 04:36:53,48-51,Saturday,Early Morning,NO
562,indian,female,moderate,43,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,10,no,2015-11-28 04:36:53,40-43,Saturday,Early Morning,NO
563,chinese,male,thin,42,no,no_kids,big,red,casual,black,long sleeve,blue,long,clothes,4,8,no,2015-11-28 04:39:27,40-43,Saturday,Early Morning,NO
564,indian,male,thin,54,no,no_kids,big,white,casual,blue,short_sleeve,blue,long,blankets,5,7,no,2015-11-28 04:39:27,52-55,Saturday,Early Morning,NO
565,indian,male,moderate,49,no,no_kids,big,green,casual,blue,short_sleeve,black,short,clothes,6,10,no,2015-11-28 05:18:18,48-51,Saturday,Early Morning,NO
566,chinese,female,fat,51,no,no_kids,big,red,casual,black,long sleeve,blue,long,clothes,4,8,no,2015-11-28 05:40:34,48-51,Saturday,Early Morning,NO
567,chinese,male,fat,53,no,no_kids,big,blue,casual,blue,short_sleeve,black,long,clothes,6,10,no,2015-11-28 08:13:33,52-55,Saturday,Morning,NO
568,foreigner,male,moderate,38,yes,young,big,red,casual,brown,short_sleeve,blue,long,clothes,3,10,no,2015-11-28 08:23:27,36-39,Saturday,Morning,NO
569,indian,male,fat,28,no,no_kids,big,orange,casual,yellow,short_sleeve,blue,long,clothes,3,7,no,2015-11-28 08:31:26,28-31,Saturday,Morning,YES
570,indian,male,fat,30,no,no_kids,big,red,casual,orange,short_sleeve,grey,long,clothes,4,7,yes,2015-11-28 08:31:26,28-31,Saturday,Morning,NO
571,foreigner,male,moderate,55,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,blankets,4,8,yes,2015-11-28 08:38:07,52-55,Saturday,Morning,NO
572,indian,male,moderate,37,yes,young,big,blue,casual,red,short_sleeve,blue,long,blankets,4,10,no,2015-11-28 08:59:43,36-39,Saturday,Morning,NO
573,foreigner,male,fat,42,no,no_kids,big,white,casual,orange,short_sleeve,brown,short,blankets,5,7,no,2015-11-28 09:01:39,40-43,Saturday,Morning,YES
574,foreigner,male,moderate,33,no,no_kids,big,white,casual,white,short_sleeve,blue,long,clothes,3,7,no,2015-11-28 09:01:39,32-35,Saturday,Morning,NO
575,chinese,male,fat,36,yes,young,big,orange,casual,white,short_sleeve,blue,short,clothes,3,8,yes,2015-11-28 09:07:24,36-39,Saturday,Morning,NO
576,malay,female,fat,38,yes,toddler,big,red,casual,red,short_sleeve,grey,long,clothes,3,8,no,2015-11-28 09:30:00,36-39,Saturday,Morning,NO
577,malay,female,moderate,33,no,no_kids,big,black,casual,blue,long sleeve,blue,long,clothes,5,7,no,2015-11-28 09:30:00,32-35,Saturday,Morning,NO
578,chinese,male,moderate,38,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,6,8,no,2015-11-28 10:11:49,36-39,Saturday,Morning,NO
579,indian,female,moderate,36,no,no_kids,big,green,casual,black,short_sleeve,grey,long,clothes,6,10,no,2015-11-28 10:29:01,36-39,Saturday,Morning,NO
580,chinese,male,thin,36,no,no_kids,big,green,casual,grey,short_sleeve,black,long,blankets,6,9,no,2015-11-28 10:40:32,36-39,Saturday,Morning,NO
581,chinese,female,thin,53,no,no_kids,big,white,casual,blue,short_sleeve,blue,long,blankets,6,7,yes,2015-11-28 10:47:35,52-55,Saturday,Morning,NO
582,malay,female,fat,50,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,6,9,yes,2015-11-28 11:02:24,48-51,Saturday,Morning,NO
583,malay,female,fat,46,no,no_kids,big,purple,traditional,red,long sleeve,red,long,blankets,5,7,yes,2015-11-28 11:02:24,44-47,Saturday,Morning,YES
584,indian,female,fat,37,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,9,no,2015-11-28 11:02:30,36-39,Saturday,Morning,YES
585,indian,female,moderate,43,yes,baby,big,white,casual,blue,short_sleeve,brown,short,clothes,3,9,no,2015-11-28 11:02:30,40-43,Saturday,Morning,NO
586,chinese,female,fat,48,yes,toddler,big,red,casual,red,short_sleeve,green,short,clothes,6,8,no,2015-11-28 11:02:30,48-51,Saturday,Morning,NO
587,indian,female,fat,37,yes,young,big,red,casual,purple,short_sleeve,black,long,clothes,4,8,no,2015-11-28 11:02:30,36-39,Saturday,Morning,NO
588,indian,female,moderate,52,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,7,no,2015-11-28 11:02:30,52-55,Saturday,Morning,NO
589,indian,female,fat,39,no,no_kids,big,white,traditional,orange,short_sleeve,black,long,blankets,4,8,no,2015-11-28 11:02:30,36-39,Saturday,Morning,YES
590,chinese,female,moderate,38,no,no_kids,big,blue,casual,white,short_sleeve,grey,long,blankets,3,7,no,2015-11-28 11:02:49,36-39,Saturday,Morning,NO
591,chinese,female,fat,42,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,6,7,no,2015-11-28 11:02:49,40-43,Saturday,Morning,NO
592,indian,female,moderate,41,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,3,10,no,2015-11-28 11:02:49,40-43,Saturday,Morning,NO
593,indian,female,moderate,47,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,4,7,no,2015-11-28 11:02:49,44-47,Saturday,Morning,NO
594,indian,female,moderate,29,no,no_kids,big,blue,casual,white,long sleeve,black,long,blankets,3,7,no,2015-11-28 11:02:49,28-31,Saturday,Morning,NO
595,indian,female,fat,46,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,5,10,no,2015-11-28 11:03:01,44-47,Saturday,Morning,NO
596,indian,female,fat,36,yes,young,big,red,casual,white,short_sleeve,black,long,blankets,5,10,no,2015-11-28 11:03:01,36-39,Saturday,Morning,NO
597,chinese,female,moderate,34,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,4,7,no,2015-11-28 11:03:01,32-35,Saturday,Morning,NO
598,chinese,female,moderate,51,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,4,7,no,2015-11-28 11:03:01,48-51,Saturday,Morning,NO
599,indian,female,moderate,51,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,7,no,2015-11-28 11:03:01,48-51,Saturday,Morning,NO
600,indian,female,fat,44,no,no_kids,big,white,traditional,green,short_sleeve,black,long,clothes,5,8,no,2015-11-28 11:03:57,44-47,Saturday,Morning,NO
601,chinese,female,moderate,33,no,no_kids,big,blue,casual,white,short_sleeve,grey,long,blankets,3,7,no,2015-11-28 11:03:57,32-35,Saturday,Morning,NO
602,chinese,female,fat,46,no,no_kids,big,green,casual,orange,long sleeve,black,long,blankets,5,7,no,2015-11-28 11:03:57,44-47,Saturday,Morning,NO
603,indian,female,fat,45,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,10,no,2015-11-28 11:03:57,44-47,Saturday,Morning,YES
604,indian,female,moderate,45,no,no_kids,big,green,casual,brown,short_sleeve,blue,short,clothes,5,9,yes,2015-11-28 11:33:31,44-47,Saturday,Morning,NO
605,indian,female,thin,50,yes,young,big,white,casual,purple,short_sleeve,black,short,blankets,5,7,no,2015-11-28 12:15:39,48-51,Saturday,Afternoon,NO
606,malay,female,moderate,43,no,no_kids,big,red,casual,brown,long sleeve,black,long,clothes,5,8,no,2015-11-28 12:22:57,40-43,Saturday,Afternoon,NO
607,indian,female,fat,40,yes,young,big,black,casual,black,short_sleeve,black,short,clothes,3,9,yes,2015-11-28 12:50:13,40-43,Saturday,Afternoon,NO
608,foreigner,female,thin,44,yes,baby,big,green,formal,yellow,long sleeve,black,long,clothes,3,7,yes,2015-11-28 12:50:13,44-47,Saturday,Afternoon,NO
609,malay,female,fat,52,no,no_kids,big,red,formal,red,short_sleeve,black,long,clothes,6,8,no,2015-11-28 13:01:41,52-55,Saturday,Afternoon,NO
610,indian,male,fat,51,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,2015-11-28 13:01:41,48-51,Saturday,Afternoon,NO
611,chinese,male,moderate,49,no,no_kids,big,white,casual,white,short_sleeve,black,short,clothes,6,8,yes,2015-11-28 13:01:41,48-51,Saturday,Afternoon,NO
612,indian,female,moderate,40,yes,young,big,blue,casual,white,short_sleeve,black,long,clothes,4,7,no,2015-11-28 13:56:34,40-43,Saturday,Afternoon,NO
613,malay,female,moderate,46,no,no_kids,big,black,casual,pink,long sleeve,white,long,clothes,6,9,no,2015-11-28 14:50:23,44-47,Saturday,Afternoon,NO
614,chinese,male,fat,38,no,no_kids,big,blue,casual,purple,short_sleeve,black,short,clothes,3,9,yes,2015-11-28 14:50:23,36-39,Saturday,Afternoon,NO
615,chinese,male,moderate,52,no,no_kids,big,white,casual,pink,short_sleeve,blue,short,clothes,4,7,no,2015-11-28 14:53:57,52-55,Saturday,Afternoon,NO
616,indian,female,fat,55,no,no_kids,small,white,traditional,red,short_sleeve,black,long,clothes,5,9,no,2015-11-28 14:53:57,52-55,Saturday,Afternoon,YES
617,indian,female,fat,51,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,8,no,2015-11-28 14:56:42,48-51,Saturday,Afternoon,YES
618,malay,female,fat,41,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,4,7,no,2015-11-28 14:56:42,40-43,Saturday,Afternoon,NO
619,indian,female,moderate,44,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no,2015-11-28 14:56:42,44-47,Saturday,Afternoon,NO
620,indian,female,fat,43,no,no_kids,big,pink,traditional,white,short_sleeve,white,long,clothes,4,10,no,2015-11-28 14:56:42,40-43,Saturday,Afternoon,YES
621,chinese,female,moderate,49,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,2015-11-28 14:58:17,48-51,Saturday,Afternoon,NO
622,chinese,female,moderate,48,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no,2015-11-28 14:58:17,48-51,Saturday,Afternoon,NO
623,indian,female,fat,29,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,10,no,2015-11-28 14:58:17,28-31,Saturday,Afternoon,YES
624,indian,female,moderate,32,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,10,no,2015-11-28 14:58:17,32-35,Saturday,Afternoon,NO
625,indian,female,moderate,55,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no,2015-11-28 14:58:17,52-55,Saturday,Afternoon,NO
626,indian,female,fat,53,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,10,no,2015-11-28 15:01:51,52-55,Saturday,Afternoon,YES
627,indian,female,fat,35,yes,young,big,black,casual,black,short_sleeve,black,short,clothes,5,9,yes,2015-11-28 15:01:51,32-35,Saturday,Afternoon,NO
628,foreigner,female,moderate,40,yes,young,big,blue,casual,pink,long sleeve,black,long,clothes,3,10,no,2015-11-28 16:16:37,40-43,Saturday,Afternoon,NO
629,chinese,male,moderate,54,no,no_kids,big,red,casual,pink,short_sleeve,black,long,clothes,4,8,yes,2015-11-28 16:16:37,52-55,Saturday,Afternoon,NO
630,foreigner,male,fat,54,no,no_kids,big,pink,formal,blue,long sleeve,black,long,blankets,4,10,no,2015-11-28 18:01:45,52-55,Saturday,Evening,NO
631,foreigner,male,fat,45,no,no_kids,big,white,casual,green,short_sleeve,black,short,clothes,3,7,no,2015-11-28 18:01:45,44-47,Saturday,Evening,NO
632,chinese,male,fat,40,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,9,yes,2015-11-28 18:39:28,40-43,Saturday,Evening,NO
633,indian,male,fat,37,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,5,9,no,2015-11-28 18:39:28,36-39,Saturday,Evening,NO
634,indian,male,fat,28,no,no_kids,big,white,traditional,grey,long sleeve,grey,long,clothes,4,7,no,2015-11-28 18:39:28,28-31,Saturday,Evening,YES
635,indian,male,fat,39,yes,toddler,big,white,formal,white,short_sleeve,grey,long,clothes,4,7,no,2015-11-28 19:20:25,36-39,Saturday,Evening,NO
636,indian,male,fat,38,yes,young,big,purple,casual,red,short_sleeve,black,long,blankets,6,10,yes,2015-11-28 19:20:54,36-39,Saturday,Evening,NO
637,chinese,male,moderate,37,no,no_kids,big,pink,casual,grey,short_sleeve,blue,short,clothes,3,10,yes,2015-11-28 19:20:54,36-39,Saturday,Evening,YES
638,foreigner,male,fat,55,no,no_kids,big,orange,casual,white,short_sleeve,black,long,blankets,6,7,no,2015-11-28 19:37:03,52-55,Saturday,Evening,NO
639,indian,female,fat,47,no,no_kids,big,white,formal,blue,long sleeve,black,long,blankets,6,8,yes,2015-11-28 19:41:26,44-47,Saturday,Evening,NO
640,malay,female,fat,32,yes,young,big,brown,traditional,blue,long sleeve,blue,long,clothes,3,10,yes,2015-11-28 20:13:04,32-35,Saturday,Evening,NO
641,chinese,male,moderate,53,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,5,8,no,2015-11-28 21:02:03,52-55,Saturday,Evening,NO
642,indian,female,moderate,40,no,no_kids,big,purple,casual,brown,long sleeve,black,long,blankets,6,7,yes,2015-11-28 21:02:03,40-43,Saturday,Evening,NO
643,chinese,male,fat,48,no,no_kids,big,pink,casual,yellow,short_sleeve,black,short,clothes,5,7,no,2015-11-28 21:07:53,48-51,Saturday,Evening,YES
644,chinese,female,fat,29,no,no_kids,big,blue,casual,pink,long sleeve,blue,long,clothes,4,10,no,2015-11-28 21:07:03,28-31,Saturday,Evening,NO
645,indian,male,fat,39,no,no_kids,big,pink,casual,black,short_sleeve,blue,long,blankets,5,7,no,2015-11-28 21:44:36,36-39,Saturday,Evening,NO
646,indian,male,fat,46,no,no_kids,big,pink,casual,white,short_sleeve,white,short,clothes,5,8,no,2015-11-28 22:12:27,44-47,Saturday,Evening,NO
647,indian,male,moderate,53,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,10,no,2015-11-28 22:12:27,52-55,Saturday,Evening,NO
648,foreigner,female,moderate,40,no,no_kids,big,purple,casual,brown,long sleeve,blue,long,blankets,3,7,yes,2015-11-28 22:12:27,40-43,Saturday,Evening,NO
649,chinese,male,fat,42,no,no_kids,big,red,casual,orange,short_sleeve,blue,long,clothes,4,7,no,2015-11-28 22:17:54,40-43,Saturday,Evening,NO
650,indian,male,moderate,55,no,no_kids,big,purple,formal,blue,long sleeve,black,long,clothes,6,8,no,2015-11-28 23:04:39,52-55,Saturday,Evening,NO
651,foreigner,male,moderate,38,no,no_kids,big,green,casual,grey,short_sleeve,brown,long,clothes,3,9,no,2015-11-28 23:04:39,36-39,Saturday,Evening,NO
652,indian,male,fat,41,no,no_kids,big,white,casual,red,short_sleeve,grey,short,clothes,3,7,no,2015-11-28 23:04:39,40-43,Saturday,Evening,NO
653,indian,male,moderate,55,no,no_kids,big,green,formal,blue,short_sleeve,black,long,clothes,4,10,no,2015-11-28 23:04:39,52-55,Saturday,Evening,NO
654,indian,male,fat,35,no,no_kids,big,black,casual,green,short_sleeve,grey,long,blankets,4,8,no,2015-11-28 23:14:19,32-35,Saturday,Evening,NO
655,indian,female,thin,44,no,no_kids,big,red,casual,grey,short_sleeve,white,short,clothes,5,9,no,2015-11-28 23:18:29,44-47,Saturday,Evening,NO
656,foreigner,male,fat,51,yes,young,big,white,casual,red,short_sleeve,grey,short,blankets,3,8,no,2015-11-28 23:54:31,48-51,Saturday,Evening,NO
657,indian,male,fat,34,yes,young,big,white,casual,pink,short_sleeve,black,long,blankets,3,7,no,2015-11-29 00:07:01,32-35,Sunday,Early Morning,NO
658,chinese,female,moderate,40,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,5,7,no,2015-11-29 00:08:32,40-43,Sunday,Early Morning,YES
659,chinese,female,moderate,28,yes,young,big,red,casual,black,short_sleeve,black,long,clothes,6,7,yes,2015-11-29 00:08:32,28-31,Sunday,Early Morning,NO
660,foreigner,female,thin,51,yes,young,big,blue,casual,black,short_sleeve,black,long,clothes,4,8,no,2015-11-29 00:08:32,48-51,Sunday,Early Morning,NO
661,chinese,female,moderate,51,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,6,7,no,2015-11-29 00:09:18,48-51,Sunday,Early Morning,YES
662,foreigner,female,moderate,37,yes,young,big,blue,casual,pink,long sleeve,black,long,clothes,5,10,no,2015-11-29 00:09:18,36-39,Sunday,Early Morning,NO
663,chinese,male,thin,43,yes,toddler,big,red,casual,white,short_sleeve,white,short,clothes,5,9,yes,2015-11-29 00:09:18,40-43,Sunday,Early Morning,NO
664,chinese,male,fat,53,no,no_kids,big,red,casual,blue,short_sleeve,green,short,clothes,3,9,yes,2015-11-29 01:25:34,52-55,Sunday,Early Morning,NO
665,chinese,male,fat,43,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,2015-11-29 01:25:34,40-43,Sunday,Early Morning,NO
666,foreigner,male,thin,44,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,7,no,2015-11-29 01:25:34,44-47,Sunday,Early Morning,YES
667,chinese,female,moderate,44,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,2015-11-29 01:25:34,44-47,Sunday,Early Morning,NO
668,chinese,female,moderate,44,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no,2015-11-29 02:12:22,44-47,Sunday,Early Morning,NO
669,foreigner,male,fat,46,no,no_kids,big,white,casual,orange,short_sleeve,brown,short,blankets,3,7,no,2015-11-29 02:12:22,44-47,Sunday,Early Morning,YES
670,chinese,male,fat,50,no,no_kids,big,blue,formal,white,short_sleeve,black,short,clothes,3,10,yes,2015-11-29 02:12:22,48-51,Sunday,Early Morning,NO
671,chinese,female,moderate,41,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,9,no,2015-11-29 02:12:22,40-43,Sunday,Early Morning,NO
672,chinese,female,moderate,41,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,10,no,2015-11-29 02:38:45,40-43,Sunday,Early Morning,NO
673,foreigner,male,fat,29,no,no_kids,big,white,formal,green,short_sleeve,black,short,clothes,3,7,no,2015-11-29 02:38:45,28-31,Sunday,Early Morning,NO
674,chinese,male,fat,29,no,no_kids,big,pink,formal,yellow,short_sleeve,black,short,clothes,5,9,no,2015-11-29 02:38:45,28-31,Sunday,Early Morning,YES
675,chinese,female,thin,51,yes,toddler,big,red,formal,white,short_sleeve,white,short,clothes,5,9,yes,2015-11-29 02:38:45,48-51,Sunday,Early Morning,NO
676,chinese,male,fat,53,no,no_kids,big,red,casual,blue,short_sleeve,green,short,clothes,3,9,yes,2015-11-29 02:44:59,52-55,Sunday,Early Morning,NO
677,chinese,male,fat,36,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,2015-11-29 02:44:59,36-39,Sunday,Early Morning,NO
678,foreigner,male,thin,39,no,no_kids,small,brown,formal,grey,short_sleeve,brown,short,clothes,5,10,no,2015-11-29 02:44:59,36-39,Sunday,Early Morning,YES
679,chinese,female,moderate,49,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,7,no,2015-11-29 02:44:59,48-51,Sunday,Early Morning,NO
680,chinese,female,moderate,36,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,7,no,2015-11-29 02:44:59,36-39,Sunday,Early Morning,NO
681,foreigner,male,fat,54,no,no_kids,big,white,formal,orange,short_sleeve,brown,short,blankets,3,7,no,2015-11-29 03:24:52,52-55,Sunday,Early Morning,YES
682,chinese,male,fat,47,no,no_kids,big,blue,formal,pink,short_sleeve,black,short,clothes,3,8,yes,2015-11-29 03:24:52,44-47,Sunday,Early Morning,NO
683,chinese,female,moderate,34,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no,2015-11-29 03:24:52,32-35,Sunday,Early Morning,NO
